MthCalDt,INDNO,_NAME_,COL1
1960-08-31,1000511,MthTotRet,0.0340332347
1960-09-30,1000511,MthTotRet,-0.060560455
1960-10-31,1000511,MthTotRet,-0.011919138
1960-11-30,1000511,MthTotRet,0.047319493
1960-12-30,1000511,MthTotRet,0.0392342525
1961-01-31,1000511,MthTotRet,0.0780446939
1961-02-28,1000511,MthTotRet,0.0561424966
1961-03-30,1000511,MthTotRet,0.0359266388
1961-04-28,1000511,MthTotRet,0.000776532
1961-05-31,1000511,MthTotRet,0.0431805053
1961-06-30,1000511,MthTotRet,-0.036336395
1961-07-31,1000511,MthTotRet,0.0179955413
1961-08-31,1000511,MthTotRet,0.0280004643
1961-09-29,1000511,MthTotRet,-0.02564031
1961-10-31,1000511,MthTotRet,0.0231388921
1961-11-30,1000511,MthTotRet,0.0411959739
1961-12-29,1000511,MthTotRet,-0.001543517
1962-01-31,1000511,MthTotRet,-0.013178546
1962-02-28,1000511,MthTotRet,0.0147887276
1962-03-30,1000511,MthTotRet,-0.008335052
1962-04-30,1000511,MthTotRet,-0.067311289
1962-05-31,1000511,MthTotRet,-0.08942578
1962-06-29,1000511,MthTotRet,-0.081228858
1962-07-31,1000511,MthTotRet,0.0579164819
1962-08-31,1000511,MthTotRet,0.0218857947
1962-09-28,1000511,MthTotRet,-0.058758461
1962-10-31,1000511,MthTotRet,-0.00930495
1962-11-30,1000511,MthTotRet,0.1328389858
1962-12-31,1000511,MthTotRet,-0.003740516
1963-01-31,1000511,MthTotRet,0.0736140728
1963-02-28,1000511,MthTotRet,-0.013529086
1963-03-29,1000511,MthTotRet,0.0247669401
1963-04-30,1000511,MthTotRet,0.0456005014
1963-05-31,1000511,MthTotRet,0.0325770897
1963-06-28,1000511,MthTotRet,-0.014884819
1963-07-31,1000511,MthTotRet,-0.011361013
1963-08-30,1000511,MthTotRet,0.0578511424
1963-09-30,1000511,MthTotRet,-0.019559582
1963-10-31,1000511,MthTotRet,0.0261627905
1963-11-29,1000511,MthTotRet,-0.004266765
1963-12-31,1000511,MthTotRet,0.0173030212
1964-01-31,1000511,MthTotRet,0.0199398432
1964-02-28,1000511,MthTotRet,0.0279008991
1964-03-31,1000511,MthTotRet,0.032725773
1964-04-30,1000511,MthTotRet,0.0022904089
1964-05-28,1000511,MthTotRet,0.017976633
1964-06-30,1000511,MthTotRet,0.0203675977
1964-07-31,1000511,MthTotRet,0.0244593455
1964-08-31,1000511,MthTotRet,-0.008928697
1964-09-30,1000511,MthTotRet,0.0345431983
1964-10-30,1000511,MthTotRet,0.0164188689
1964-11-30,1000511,MthTotRet,-0.000224316
1964-12-31,1000511,MthTotRet,-0.008076079
1965-01-29,1000511,MthTotRet,0.0569887267
1965-02-26,1000511,MthTotRet,0.025450285
1965-03-31,1000511,MthTotRet,0.0015956394
1965-04-30,1000511,MthTotRet,0.0316376561
1965-05-28,1000511,MthTotRet,-0.006473416
